ID,Country,Group,Subject,Level,Question,Context,Answer Key,Option 1,Option 2,Option 3,Option 4,Option 5,is_few_shot
11759,,Language,Arabic Language (General),,"اقرأ الفقرة التالية ثم اختر البديل المناسب لـ [فراغ] الذي يكمل الجملة بشكل صحيح
 المقصود بالفعل وقِّع أي اُكْتُبْ [فراغ].",العميل رقم 15 يتوجه إلى شباك رقم 6. مرحبًا بك، كيف أساعدك؟ لدي تحويلٌ من الخارج. من أي بلدٍ؟ التحويلُ من الهند. أعطني جواز سفرك لو سمحت! تفضل. لحظة واحدة. لقد وصلت حوالتك، ما اسم المرسل؟ اسم المرسل إبراهيم صالح. كم المبلغ؟ المبلغ ألف دينار. هل تريد المبلغ بالدولار أم بالجنيه؟ لا، أريده بالدولار. تفضل هذه هو المبلغ، شكرًا لك. وقع هنا من فضلك مرتين واكتب رقم هاتفك على ظهر الإيصال، تفضل، شكرًا لك. مع السلامة.,C,عنوانك,عمرك,اسمك,رقمك,,0
11760,,Language,Arabic Language (General),,"اقرأ الفقرة التالية ثم اختر البديل المناسب لـ [فراغ] الذي يكمل الجملة بشكل صحيح
 كتب حسن رقم هاتفه [فراغ]. الإيصال.",العميل رقم 15 يتوجه إلى شباك رقم 6. مرحبًا بك، كيف أساعدك؟ لدي تحويلٌ من الخارج. من أي بلدٍ؟ التحويلُ من الهند. أعطني جواز سفرك لو سمحت! تفضل. لحظة واحدة. لقد وصلت حوالتك، ما اسم المرسل؟ اسم المرسل إبراهيم صالح. كم المبلغ؟ المبلغ ألف دينار. هل تريد المبلغ بالدولار أم بالجنيه؟ لا، أريده بالدولار. تفضل هذه هو المبلغ، شكرًا لك. وقع هنا من فضلك مرتين واكتب رقم هاتفك على ظهر الإيصال، تفضل، شكرًا لك. مع السلامة.,D,أعلى,أسفل,أمام,خلف,,0
11761,,Language,Arabic Language (General),,"اقرأ الفقرة التالية ثم اختر البديل المناسب لـ [فراغ] الذي يكمل الجملة بشكل صحيح
 كتب حسن اسمه على الإيصال [فراغ].",العميل رقم 15 يتوجه إلى شباك رقم 6. مرحبًا بك، كيف أساعدك؟ لدي تحويلٌ من الخارج. من أي بلدٍ؟ التحويلُ من الهند. أعطني جواز سفرك لو سمحت! تفضل. لحظة واحدة. لقد وصلت حوالتك، ما اسم المرسل؟ اسم المرسل إبراهيم صالح. كم المبلغ؟ المبلغ ألف دينار. هل تريد المبلغ بالدولار أم بالجنيه؟ لا، أريده بالدولار. تفضل هذه هو المبلغ، شكرًا لك. وقع هنا من فضلك مرتين واكتب رقم هاتفك على ظهر الإيصال، تفضل، شكرًا لك. مع السلامة.,B,مرة واحدة,مرتين,ثلاث مرات,أربع مرات,,0
11762,,Language,Arabic Language (General),,"اقرأ الفقرة التالية ثم اختر البديل المناسب لـ [فراغ] الذي يكمل الجملة بشكل صحيح
 الاسم الحقيقي لابن بطوطة هو .","فى عصر لم يعرف وسائل النقل الحديثة، قطع ابن بطوطة مسافة بلغت أكثر من خمسة وسبعين ألف ميل، وطاف خلالها بمئات المدن ليؤرخ لها ويصبح المرجع الأهم لمرحلة كبيرة من التاريخ، فمن هو ابن بطوطة؟ ولد أبو عبد الله محمد بن عبد الله بن إبراهيم الطنجي المعروف بابن بطوطة في مدينة طنجة المغربية الساحلية، سنة(705م 1304م)، وكان ابنا لأسرة تهتم بالعلوم الشرعية، والعمل بالقضاء، ساعدته على دراسة الشريعة، حتى أصبح ابن بطوطة رحالة وفقيها وقاضيا ومؤرخا مشهورا. تختلف الأقاويل فى المعلومة الأهم عن ""ابن بطوطة""، فالبعض يقول إنه حمل الاسم عن شخص فى عائلته اسمه بطوطة، والبعض يرى – وهذا هو الأرجح – أنه تم أخذ اللقب من والدته التى كان اسمها الأصلى ""فطومة"" وتم تحريفه ليصبح ""بطوطة"" وظل ملقبًا بهذا الاسم طوال حياته. بدأ ابن بطوطة أول رحلة له عام 1325م منطلقا من طنجة مارا بالجزائر ثم تونس، ومصر، وفلسطين وسوريا ومنها إلى مكة قاضيا لفريضة الحج لأول مرة في حياته، ثم انطلق من مكة إلى العراق وبلاد الأناضول ثم عاد مرة أخرى إلى مكة لأداء فريضة الحج للمرة الثانية، ثم مكث في مكة عامين تلميذا لعلمائها من عام 1328م إلى 1329م، ثم قام بالمغادرة إلى اليمن ومنها إلى بلاد فارس، ومنها عاد مرة ثالثة إلى الحجاز ليؤدي فريضة الحج مرة أخرى. قام ابن بطوطة بثلاث رحلات طويلة استمرت حتى عام 1354م وكانت رحلته الأخيرة إلى بلاد إفريقيا التي زار فيها يلاد السودان ومالي، وحصل على لقب ""أمير الرحالة العرب""، نظرا لما قدمه من معلومات مهمة تتعلق بثقافات البلاد التي زارها في كتابه (تحفة النظار في غرائب الأمصار وعجائب الأسفار).",B,أبو عبد الله,محمد,أمير الرحالة,الطنجي,,0
11763,,Language,Arabic Language (General),,"اقرأ الفقرة التالية ثم اختر البديل المناسب لـ [فراغ] الذي يكمل الجملة بشكل صحيح
 كُنِّيَ ابن بطوطة بـ .","فى عصر لم يعرف وسائل النقل الحديثة، قطع ابن بطوطة مسافة بلغت أكثر من خمسة وسبعين ألف ميل، وطاف خلالها بمئات المدن ليؤرخ لها ويصبح المرجع الأهم لمرحلة كبيرة من التاريخ، فمن هو ابن بطوطة؟ ولد أبو عبد الله محمد بن عبد الله بن إبراهيم الطنجي المعروف بابن بطوطة في مدينة طنجة المغربية الساحلية، سنة(705م 1304م)، وكان ابنا لأسرة تهتم بالعلوم الشرعية، والعمل بالقضاء، ساعدته على دراسة الشريعة، حتى أصبح ابن بطوطة رحالة وفقيها وقاضيا ومؤرخا مشهورا. تختلف الأقاويل فى المعلومة الأهم عن ""ابن بطوطة""، فالبعض يقول إنه حمل الاسم عن شخص فى عائلته اسمه بطوطة، والبعض يرى – وهذا هو الأرجح – أنه تم أخذ اللقب من والدته التى كان اسمها الأصلى ""فطومة"" وتم تحريفه ليصبح ""بطوطة"" وظل ملقبًا بهذا الاسم طوال حياته. بدأ ابن بطوطة أول رحلة له عام 1325م منطلقا من طنجة مارا بالجزائر ثم تونس، ومصر، وفلسطين وسوريا ومنها إلى مكة قاضيا لفريضة الحج لأول مرة في حياته، ثم انطلق من مكة إلى العراق وبلاد الأناضول ثم عاد مرة أخرى إلى مكة لأداء فريضة الحج للمرة الثانية، ثم مكث في مكة عامين تلميذا لعلمائها من عام 1328م إلى 1329م، ثم قام بالمغادرة إلى اليمن ومنها إلى بلاد فارس، ومنها عاد مرة ثالثة إلى الحجاز ليؤدي فريضة الحج مرة أخرى. قام ابن بطوطة بثلاث رحلات طويلة استمرت حتى عام 1354م وكانت رحلته الأخيرة إلى بلاد إفريقيا التي زار فيها يلاد السودان ومالي، وحصل على لقب ""أمير الرحالة العرب""، نظرا لما قدمه من معلومات مهمة تتعلق بثقافات البلاد التي زارها في كتابه (تحفة النظار في غرائب الأمصار وعجائب الأسفار).",A,أبي عبد الله,محمد,أمير الرحالة,الطنجي,,0
11764,,Language,Arabic Language (General),,"اقرأ الفقرة التالية ثم اختر البديل المناسب لـ [فراغ] الذي يكمل الجملة بشكل صحيح
 أصل ابن بطوطة يعود إلى .","فى عصر لم يعرف وسائل النقل الحديثة، قطع ابن بطوطة مسافة بلغت أكثر من خمسة وسبعين ألف ميل، وطاف خلالها بمئات المدن ليؤرخ لها ويصبح المرجع الأهم لمرحلة كبيرة من التاريخ، فمن هو ابن بطوطة؟ ولد أبو عبد الله محمد بن عبد الله بن إبراهيم الطنجي المعروف بابن بطوطة في مدينة طنجة المغربية الساحلية، سنة(705م 1304م)، وكان ابنا لأسرة تهتم بالعلوم الشرعية، والعمل بالقضاء، ساعدته على دراسة الشريعة، حتى أصبح ابن بطوطة رحالة وفقيها وقاضيا ومؤرخا مشهورا. تختلف الأقاويل فى المعلومة الأهم عن ""ابن بطوطة""، فالبعض يقول إنه حمل الاسم عن شخص فى عائلته اسمه بطوطة، والبعض يرى – وهذا هو الأرجح – أنه تم أخذ اللقب من والدته التى كان اسمها الأصلى ""فطومة"" وتم تحريفه ليصبح ""بطوطة"" وظل ملقبًا بهذا الاسم طوال حياته. بدأ ابن بطوطة أول رحلة له عام 1325م منطلقا من طنجة مارا بالجزائر ثم تونس، ومصر، وفلسطين وسوريا ومنها إلى مكة قاضيا لفريضة الحج لأول مرة في حياته، ثم انطلق من مكة إلى العراق وبلاد الأناضول ثم عاد مرة أخرى إلى مكة لأداء فريضة الحج للمرة الثانية، ثم مكث في مكة عامين تلميذا لعلمائها من عام 1328م إلى 1329م، ثم قام بالمغادرة إلى اليمن ومنها إلى بلاد فارس، ومنها عاد مرة ثالثة إلى الحجاز ليؤدي فريضة الحج مرة أخرى. قام ابن بطوطة بثلاث رحلات طويلة استمرت حتى عام 1354م وكانت رحلته الأخيرة إلى بلاد إفريقيا التي زار فيها يلاد السودان ومالي، وحصل على لقب ""أمير الرحالة العرب""، نظرا لما قدمه من معلومات مهمة تتعلق بثقافات البلاد التي زارها في كتابه (تحفة النظار في غرائب الأمصار وعجائب الأسفار).",A,المغرب,السودان,الأندلس,مصر,,0
11765,,Language,Arabic Language (General),,"اقرأ الفقرة التالية ثم اختر البديل المناسب لـ [فراغ] الذي يكمل الجملة بشكل صحيح
 بلدة ساحلية تعني أنها تقع على [فراغ] .","فى عصر لم يعرف وسائل النقل الحديثة، قطع ابن بطوطة مسافة بلغت أكثر من خمسة وسبعين ألف ميل، وطاف خلالها بمئات المدن ليؤرخ لها ويصبح المرجع الأهم لمرحلة كبيرة من التاريخ، فمن هو ابن بطوطة؟ ولد أبو عبد الله محمد بن عبد الله بن إبراهيم الطنجي المعروف بابن بطوطة في مدينة طنجة المغربية الساحلية، سنة(705م 1304م)، وكان ابنا لأسرة تهتم بالعلوم الشرعية، والعمل بالقضاء، ساعدته على دراسة الشريعة، حتى أصبح ابن بطوطة رحالة وفقيها وقاضيا ومؤرخا مشهورا. تختلف الأقاويل فى المعلومة الأهم عن ""ابن بطوطة""، فالبعض يقول إنه حمل الاسم عن شخص فى عائلته اسمه بطوطة، والبعض يرى – وهذا هو الأرجح – أنه تم أخذ اللقب من والدته التى كان اسمها الأصلى ""فطومة"" وتم تحريفه ليصبح ""بطوطة"" وظل ملقبًا بهذا الاسم طوال حياته. بدأ ابن بطوطة أول رحلة له عام 1325م منطلقا من طنجة مارا بالجزائر ثم تونس، ومصر، وفلسطين وسوريا ومنها إلى مكة قاضيا لفريضة الحج لأول مرة في حياته، ثم انطلق من مكة إلى العراق وبلاد الأناضول ثم عاد مرة أخرى إلى مكة لأداء فريضة الحج للمرة الثانية، ثم مكث في مكة عامين تلميذا لعلمائها من عام 1328م إلى 1329م، ثم قام بالمغادرة إلى اليمن ومنها إلى بلاد فارس، ومنها عاد مرة ثالثة إلى الحجاز ليؤدي فريضة الحج مرة أخرى. قام ابن بطوطة بثلاث رحلات طويلة استمرت حتى عام 1354م وكانت رحلته الأخيرة إلى بلاد إفريقيا التي زار فيها يلاد السودان ومالي، وحصل على لقب ""أمير الرحالة العرب""، نظرا لما قدمه من معلومات مهمة تتعلق بثقافات البلاد التي زارها في كتابه (تحفة النظار في غرائب الأمصار وعجائب الأسفار).",B,النهر,البحر,الجبل,الطريق,,0
11766,,Language,Arabic Language (General),,"اقرأ الفقرة التالية ثم اختر البديل المناسب لـ [فراغ] الذي يكمل الجملة بشكل صحيح
 كلمة (قاضيًا) في الفقرة الرابعة تعني [فراغ] .","فى عصر لم يعرف وسائل النقل الحديثة، قطع ابن بطوطة مسافة بلغت أكثر من خمسة وسبعين ألف ميل، وطاف خلالها بمئات المدن ليؤرخ لها ويصبح المرجع الأهم لمرحلة كبيرة من التاريخ، فمن هو ابن بطوطة؟ ولد أبو عبد الله محمد بن عبد الله بن إبراهيم الطنجي المعروف بابن بطوطة في مدينة طنجة المغربية الساحلية، سنة(705م 1304م)، وكان ابنا لأسرة تهتم بالعلوم الشرعية، والعمل بالقضاء، ساعدته على دراسة الشريعة، حتى أصبح ابن بطوطة رحالة وفقيها وقاضيا ومؤرخا مشهورا. تختلف الأقاويل فى المعلومة الأهم عن ""ابن بطوطة""، فالبعض يقول إنه حمل الاسم عن شخص فى عائلته اسمه بطوطة، والبعض يرى – وهذا هو الأرجح – أنه تم أخذ اللقب من والدته التى كان اسمها الأصلى ""فطومة"" وتم تحريفه ليصبح ""بطوطة"" وظل ملقبًا بهذا الاسم طوال حياته. بدأ ابن بطوطة أول رحلة له عام 1325م منطلقا من طنجة مارا بالجزائر ثم تونس، ومصر، وفلسطين وسوريا ومنها إلى مكة قاضيا لفريضة الحج لأول مرة في حياته، ثم انطلق من مكة إلى العراق وبلاد الأناضول ثم عاد مرة أخرى إلى مكة لأداء فريضة الحج للمرة الثانية، ثم مكث في مكة عامين تلميذا لعلمائها من عام 1328م إلى 1329م، ثم قام بالمغادرة إلى اليمن ومنها إلى بلاد فارس، ومنها عاد مرة ثالثة إلى الحجاز ليؤدي فريضة الحج مرة أخرى. قام ابن بطوطة بثلاث رحلات طويلة استمرت حتى عام 1354م وكانت رحلته الأخيرة إلى بلاد إفريقيا التي زار فيها يلاد السودان ومالي، وحصل على لقب ""أمير الرحالة العرب""، نظرا لما قدمه من معلومات مهمة تتعلق بثقافات البلاد التي زارها في كتابه (تحفة النظار في غرائب الأمصار وعجائب الأسفار).",B,حاكما,مؤديا,قاتلا,مانعا,,0
11767,,Language,Arabic Language (General),,"اقرأ الفقرة التالية ثم اختر البديل المناسب لـ [فراغ] الذي يكمل الجملة بشكل صحيح
 مفرد كلمة (أقاويل) [فراغ] .","فى عصر لم يعرف وسائل النقل الحديثة، قطع ابن بطوطة مسافة بلغت أكثر من خمسة وسبعين ألف ميل، وطاف خلالها بمئات المدن ليؤرخ لها ويصبح المرجع الأهم لمرحلة كبيرة من التاريخ، فمن هو ابن بطوطة؟ ولد أبو عبد الله محمد بن عبد الله بن إبراهيم الطنجي المعروف بابن بطوطة في مدينة طنجة المغربية الساحلية، سنة(705م 1304م)، وكان ابنا لأسرة تهتم بالعلوم الشرعية، والعمل بالقضاء، ساعدته على دراسة الشريعة، حتى أصبح ابن بطوطة رحالة وفقيها وقاضيا ومؤرخا مشهورا. تختلف الأقاويل فى المعلومة الأهم عن ""ابن بطوطة""، فالبعض يقول إنه حمل الاسم عن شخص فى عائلته اسمه بطوطة، والبعض يرى – وهذا هو الأرجح – أنه تم أخذ اللقب من والدته التى كان اسمها الأصلى ""فطومة"" وتم تحريفه ليصبح ""بطوطة"" وظل ملقبًا بهذا الاسم طوال حياته. بدأ ابن بطوطة أول رحلة له عام 1325م منطلقا من طنجة مارا بالجزائر ثم تونس، ومصر، وفلسطين وسوريا ومنها إلى مكة قاضيا لفريضة الحج لأول مرة في حياته، ثم انطلق من مكة إلى العراق وبلاد الأناضول ثم عاد مرة أخرى إلى مكة لأداء فريضة الحج للمرة الثانية، ثم مكث في مكة عامين تلميذا لعلمائها من عام 1328م إلى 1329م، ثم قام بالمغادرة إلى اليمن ومنها إلى بلاد فارس، ومنها عاد مرة ثالثة إلى الحجاز ليؤدي فريضة الحج مرة أخرى. قام ابن بطوطة بثلاث رحلات طويلة استمرت حتى عام 1354م وكانت رحلته الأخيرة إلى بلاد إفريقيا التي زار فيها يلاد السودان ومالي، وحصل على لقب ""أمير الرحالة العرب""، نظرا لما قدمه من معلومات مهمة تتعلق بثقافات البلاد التي زارها في كتابه (تحفة النظار في غرائب الأمصار وعجائب الأسفار).",C,أقوال,قائل,قول,قيل,,0
11768,,Language,Arabic Language (General),,"اقرأ الفقرة التالية ثم اختر البديل المناسب لـ [فراغ] الذي يكمل الجملة بشكل صحيح
 السبب الرئيس لخروج ابن بطوطة في رحلته الأولى [فراغ] .","فى عصر لم يعرف وسائل النقل الحديثة، قطع ابن بطوطة مسافة بلغت أكثر من خمسة وسبعين ألف ميل، وطاف خلالها بمئات المدن ليؤرخ لها ويصبح المرجع الأهم لمرحلة كبيرة من التاريخ، فمن هو ابن بطوطة؟ ولد أبو عبد الله محمد بن عبد الله بن إبراهيم الطنجي المعروف بابن بطوطة في مدينة طنجة المغربية الساحلية، سنة(705م 1304م)، وكان ابنا لأسرة تهتم بالعلوم الشرعية، والعمل بالقضاء، ساعدته على دراسة الشريعة، حتى أصبح ابن بطوطة رحالة وفقيها وقاضيا ومؤرخا مشهورا. تختلف الأقاويل فى المعلومة الأهم عن ""ابن بطوطة""، فالبعض يقول إنه حمل الاسم عن شخص فى عائلته اسمه بطوطة، والبعض يرى – وهذا هو الأرجح – أنه تم أخذ اللقب من والدته التى كان اسمها الأصلى ""فطومة"" وتم تحريفه ليصبح ""بطوطة"" وظل ملقبًا بهذا الاسم طوال حياته. بدأ ابن بطوطة أول رحلة له عام 1325م منطلقا من طنجة مارا بالجزائر ثم تونس، ومصر، وفلسطين وسوريا ومنها إلى مكة قاضيا لفريضة الحج لأول مرة في حياته، ثم انطلق من مكة إلى العراق وبلاد الأناضول ثم عاد مرة أخرى إلى مكة لأداء فريضة الحج للمرة الثانية، ثم مكث في مكة عامين تلميذا لعلمائها من عام 1328م إلى 1329م، ثم قام بالمغادرة إلى اليمن ومنها إلى بلاد فارس، ومنها عاد مرة ثالثة إلى الحجاز ليؤدي فريضة الحج مرة أخرى. قام ابن بطوطة بثلاث رحلات طويلة استمرت حتى عام 1354م وكانت رحلته الأخيرة إلى بلاد إفريقيا التي زار فيها يلاد السودان ومالي، وحصل على لقب ""أمير الرحالة العرب""، نظرا لما قدمه من معلومات مهمة تتعلق بثقافات البلاد التي زارها في كتابه (تحفة النظار في غرائب الأمصار وعجائب الأسفار).",C,حب السفر,الهروب من الأسرة,أداء الحج,زيارة البلاد,,0
